productType,variantId,id,sku,categories,prices,tax,name.en,name.de,name.it,description.en,description.de,description.it,slug.en,slug.de,slug.it,metaTitle.en,metaDescription.en,metaKeywords.en,articleNumberManufacturer,articleNumberMax,matrixId,baseId,designer,madeInItaly,completeTheLook,commonSize,size,color,colorFreeDefinition.en,colorFreeDefinition.de,colorFreeDefinition.it,details.en,details.de,details.it,style,gender,season,isOnStock,isLook,lookProducts,seasonNew
,15,,M0E20000000F319,,EUR 26250;EUR 17213 b2b;BE-EUR 21000;BG-EUR 21000;DK-EUR 21000;DE-EUR 21000;EE-EUR 21000;FI-EUR 21000;FR-EUR 21000;GR-EUR 21000;IE-EUR 21000;IT-EUR 21000;HR-EUR 21000;LV-EUR 21000;LT-EUR 21000;LU-EUR 21000;MT-EUR 21000;NL-EUR 21000;AT-EUR 21000;PL-EUR 21000;PT-EUR 21000;RO-EUR 21000;SE-EUR 21000;SK-EUR 21000;SI-EUR 21000;ES-EUR 21000;CZ-EUR 21000;HU-EUR 21000;GB-EUR 21000;CY-EUR 21000,,,,,,,,,,,,,,TRLU WS14 MUD BLUE,85009,M0E20000000F319,85009,philippemodel,yes,,41,41,grey,grey,,,,,,sporty,men,a15,,,,
,16,,M0E20000000F31A,,EUR 26250;EUR 17213 b2b;BE-EUR 21000;BG-EUR 21000;DK-EUR 21000;DE-EUR 21000;EE-EUR 21000;FI-EUR 21000;FR-EUR 21000;GR-EUR 21000;IE-EUR 21000;IT-EUR 21000;HR-EUR 21000;LV-EUR 21000;LT-EUR 21000;LU-EUR 21000;MT-EUR 21000;NL-EUR 21000;AT-EUR 21000;PL-EUR 21000;PT-EUR 21000;RO-EUR 21000;SE-EUR 21000;SK-EUR 21000;SI-EUR 21000;ES-EUR 21000;CZ-EUR 21000;HU-EUR 21000;GB-EUR 21000;CY-EUR 21000,,,,,,,,,,,,,,TRLU WS14 MUD BLUE,85009,M0E20000000F31A,85009,philippemodel,yes,,41.5,41.5,grey,grey,,,,,,sporty,men,a15,,,,
,17,,M0E20000000F31B,,EUR 26250;EUR 17213 b2b;BE-EUR 21000;BG-EUR 21000;DK-EUR 21000;DE-EUR 21000;EE-EUR 21000;FI-EUR 21000;FR-EUR 21000;GR-EUR 21000;IE-EUR 21000;IT-EUR 21000;HR-EUR 21000;LV-EUR 21000;LT-EUR 21000;LU-EUR 21000;MT-EUR 21000;NL-EUR 21000;AT-EUR 21000;PL-EUR 21000;PT-EUR 21000;RO-EUR 21000;SE-EUR 21000;SK-EUR 21000;SI-EUR 21000;ES-EUR 21000;CZ-EUR 21000;HU-EUR 21000;GB-EUR 21000;CY-EUR 21000,,,,,,,,,,,,,,TRLU WS14 MUD BLUE,85009,M0E20000000F31B,85009,philippemodel,yes,,42,42,grey,grey,,,,,,sporty,men,a15,true,,,
,18,,M0E20000000F31C,,EUR 26250;EUR 17213 b2b;BE-EUR 21000;BG-EUR 21000;DK-EUR 21000;DE-EUR 21000;EE-EUR 21000;FI-EUR 21000;FR-EUR 21000;GR-EUR 21000;IE-EUR 21000;IT-EUR 21000;HR-EUR 21000;LV-EUR 21000;LT-EUR 21000;LU-EUR 21000;MT-EUR 21000;NL-EUR 21000;AT-EUR 21000;PL-EUR 21000;PT-EUR 21000;RO-EUR 21000;SE-EUR 21000;SK-EUR 21000;SI-EUR 21000;ES-EUR 21000;CZ-EUR 21000;HU-EUR 21000;GB-EUR 21000;CY-EUR 21000,,,,,,,,,,,,,,TRLU WS14 MUD BLUE,85009,M0E20000000F31C,85009,philippemodel,yes,,42.5,42.5,grey,grey,,,,,,sporty,men,a15,,,,
,19,,M0E20000000F31D,,EUR 26250;EUR 17213 b2b;BE-EUR 21000;BG-EUR 21000;DK-EUR 21000;DE-EUR 21000;EE-EUR 21000;FI-EUR 21000;FR-EUR 21000;GR-EUR 21000;IE-EUR 21000;IT-EUR 21000;HR-EUR 21000;LV-EUR 21000;LT-EUR 21000;LU-EUR 21000;MT-EUR 21000;NL-EUR 21000;AT-EUR 21000;PL-EUR 21000;PT-EUR 21000;RO-EUR 21000;SE-EUR 21000;SK-EUR 21000;SI-EUR 21000;ES-EUR 21000;CZ-EUR 21000;HU-EUR 21000;GB-EUR 21000;CY-EUR 21000,,,,,,,,,,,,,,TRLU WS14 MUD BLUE,85009,M0E20000000F31D,85009,philippemodel,yes,,43,43,grey,grey,,,,,,sporty,men,a15,true,,,
,20,,M0E20000000F31E,,EUR 26250;EUR 17213 b2b;BE-EUR 21000;BG-EUR 21000;DK-EUR 21000;DE-EUR 21000;EE-EUR 21000;FI-EUR 21000;FR-EUR 21000;GR-EUR 21000;IE-EUR 21000;IT-EUR 21000;HR-EUR 21000;LV-EUR 21000;LT-EUR 21000;LU-EUR 21000;MT-EUR 21000;NL-EUR 21000;AT-EUR 21000;PL-EUR 21000;PT-EUR 21000;RO-EUR 21000;SE-EUR 21000;SK-EUR 21000;SI-EUR 21000;ES-EUR 21000;CZ-EUR 21000;HU-EUR 21000;GB-EUR 21000;CY-EUR 21000,,,,,,,,,,,,,,TRLU WS14 MUD BLUE,85009,M0E20000000F31E,85009,philippemodel,yes,,43.5,43.5,grey,grey,,,,,,sporty,men,a15,,,,
,21,,M0E20000000F31F,,EUR 26250;EUR 17213 b2b;BE-EUR 21000;BG-EUR 21000;DK-EUR 21000;DE-EUR 21000;EE-EUR 21000;FI-EUR 21000;FR-EUR 21000;GR-EUR 21000;IE-EUR 21000;IT-EUR 21000;HR-EUR 21000;LV-EUR 21000;LT-EUR 21000;LU-EUR 21000;MT-EUR 21000;NL-EUR 21000;AT-EUR 21000;PL-EUR 21000;PT-EUR 21000;RO-EUR 21000;SE-EUR 21000;SK-EUR 21000;SI-EUR 21000;ES-EUR 21000;CZ-EUR 21000;HU-EUR 21000;GB-EUR 21000;CY-EUR 21000,,,,,,,,,,,,,,TRLU WS14 MUD BLUE,85009,M0E20000000F31F,85009,philippemodel,yes,,44,44,grey,grey,,,,,,sporty,men,a15,,,,
,22,,M0E20000000F31G,,EUR 26250;EUR 17213 b2b;BE-EUR 21000;BG-EUR 21000;DK-EUR 21000;DE-EUR 21000;EE-EUR 21000;FI-EUR 21000;FR-EUR 21000;GR-EUR 21000;IE-EUR 21000;IT-EUR 21000;HR-EUR 21000;LV-EUR 21000;LT-EUR 21000;LU-EUR 21000;MT-EUR 21000;NL-EUR 21000;AT-EUR 21000;PL-EUR 21000;PT-EUR 21000;RO-EUR 21000;SE-EUR 21000;SK-EUR 21000;SI-EUR 21000;ES-EUR 21000;CZ-EUR 21000;HU-EUR 21000;GB-EUR 21000;CY-EUR 21000,,,,,,,,,,,,,,TRLU WS14 MUD BLUE,85009,M0E20000000F31G,85009,philippemodel,yes,,44.5,44.5,grey,grey,,,,,,sporty,men,a15,,,,
,23,,M0E20000000F31H,,EUR 26250;EUR 17213 b2b;BE-EUR 21000;BG-EUR 21000;DK-EUR 21000;DE-EUR 21000;EE-EUR 21000;FI-EUR 21000;FR-EUR 21000;GR-EUR 21000;IE-EUR 21000;IT-EUR 21000;HR-EUR 21000;LV-EUR 21000;LT-EUR 21000;LU-EUR 21000;MT-EUR 21000;NL-EUR 21000;AT-EUR 21000;PL-EUR 21000;PT-EUR 21000;RO-EUR 21000;SE-EUR 21000;SK-EUR 21000;SI-EUR 21000;ES-EUR 21000;CZ-EUR 21000;HU-EUR 21000;GB-EUR 21000;CY-EUR 21000,,,,,,,,,,,,,,TRLU WS14 MUD BLUE,85009,M0E20000000F31H,85009,philippemodel,yes,,45,45,grey,grey,,,,,,sporty,men,a15,,,,
,24,,M0E20000000F31I,,EUR 26250;EUR 17213 b2b;BE-EUR 21000;BG-EUR 21000;DK-EUR 21000;DE-EUR 21000;EE-EUR 21000;FI-EUR 21000;FR-EUR 21000;GR-EUR 21000;IE-EUR 21000;IT-EUR 21000;HR-EUR 21000;LV-EUR 21000;LT-EUR 21000;LU-EUR 21000;MT-EUR 21000;NL-EUR 21000;AT-EUR 21000;PL-EUR 21000;PT-EUR 21000;RO-EUR 21000;SE-EUR 21000;SK-EUR 21000;SI-EUR 21000;ES-EUR 21000;CZ-EUR 21000;HU-EUR 21000;GB-EUR 21000;CY-EUR 21000,,,,,,,,,,,,,,TRLU WS14 MUD BLUE,85009,M0E20000000F31I,85009,philippemodel,yes,,45.5,45.5,grey,grey,,,,,,sporty,men,a15,,,,
,25,,M0E20000000F31J,,EUR 26250;EUR 17213 b2b;BE-EUR 21000;BG-EUR 21000;DK-EUR 21000;DE-EUR 21000;EE-EUR 21000;FI-EUR 21000;FR-EUR 21000;GR-EUR 21000;IE-EUR 21000;IT-EUR 21000;HR-EUR 21000;LV-EUR 21000;LT-EUR 21000;LU-EUR 21000;MT-EUR 21000;NL-EUR 21000;AT-EUR 21000;PL-EUR 21000;PT-EUR 21000;RO-EUR 21000;SE-EUR 21000;SK-EUR 21000;SI-EUR 21000;ES-EUR 21000;CZ-EUR 21000;HU-EUR 21000;GB-EUR 21000;CY-EUR 21000,,,,,,,,,,,,,,TRLU WS14 MUD BLUE,85009,M0E20000000F31J,85009,philippemodel,yes,,46,46,grey,grey,,,,,,sporty,men,a15,,,,
main,1,9ae2e127-08b9-4b17-9cbb-75d7bad8964d,M0E20000000DSTD,MEN>clothing>t-shirts,EUR 26500;EUR 17377 b2b;BE-EUR 21200;BG-EUR 21200;DK-EUR 21200;DE-EUR 21200;EE-EUR 21200;FI-EUR 21200;FR-EUR 21200;GR-EUR 21200;IE-EUR 21200;IT-EUR 21200;HR-EUR 21200;LV-EUR 21200;LT-EUR 21200;LU-EUR 21200;MT-EUR 21200;NL-EUR 21200;AT-EUR 21200;PL-EUR 21200;PT-EUR 21200;RO-EUR 21200;SE-EUR 21200;SK-EUR 21200;SI-EUR 21200;ES-EUR 21200;CZ-EUR 21200;HU-EUR 21200;GB-EUR 21200;CY-EUR 21200,standard,Long sleeve Polo Stone Island grey,Langarm Polo Stone Island grau,Polo a maniche lunghe Stone Island grigio,,,,stone-island-polo-6215506b8-grey,stone-island-polo-6215506b8-grau,stone-island-polo-6215506b8-grigio,,,,6215506B8 V0055,78747,M0E20000000DSTD,78747,stoneisland,no,,xxs,XXS,grey,grey,grau,grigio,,,,sporty,men,S15,,,,
,2,,M0E20000000DSTE,,EUR 26500;EUR 17377 b2b;BE-EUR 21200;BG-EUR 21200;DK-EUR 21200;DE-EUR 21200;EE-EUR 21200;FI-EUR 21200;FR-EUR 21200;GR-EUR 21200;IE-EUR 21200;IT-EUR 21200;HR-EUR 21200;LV-EUR 21200;LT-EUR 21200;LU-EUR 21200;MT-EUR 21200;NL-EUR 21200;AT-EUR 21200;PL-EUR 21200;PT-EUR 21200;RO-EUR 21200;SE-EUR 21200;SK-EUR 21200;SI-EUR 21200;ES-EUR 21200;CZ-EUR 21200;HU-EUR 21200;GB-EUR 21200;CY-EUR 21200,,,,,,,,,,,,,,6215506B8 V0055,78747,M0E20000000DSTE,78747,stoneisland,no,,xs,XS,grey,grey,,,,,,sporty,men,S15,,,,
,3,,M0E20000000DSTF,,EUR 26500;EUR 17377 b2b;BE-EUR 21200;BG-EUR 21200;DK-EUR 21200;DE-EUR 21200;EE-EUR 21200;FI-EUR 21200;FR-EUR 21200;GR-EUR 21200;IE-EUR 21200;IT-EUR 21200;HR-EUR 21200;LV-EUR 21200;LT-EUR 21200;LU-EUR 21200;MT-EUR 21200;NL-EUR 21200;AT-EUR 21200;PL-EUR 21200;PT-EUR 21200;RO-EUR 21200;SE-EUR 21200;SK-EUR 21200;SI-EUR 21200;ES-EUR 21200;CZ-EUR 21200;HU-EUR 21200;GB-EUR 21200;CY-EUR 21200,,,,,,,,,,,,,,6215506B8 V0055,78747,M0E20000000DSTF,78747,stoneisland,no,,s,S,grey,grey,,,,,,sporty,men,S15,,,,
,4,,M0E20000000DSTG,,EUR 26500;EUR 17377 b2b;BE-EUR 21200;BG-EUR 21200;DK-EUR 21200;DE-EUR 21200;EE-EUR 21200;FI-EUR 21200;FR-EUR 21200;GR-EUR 21200;IE-EUR 21200;IT-EUR 21200;HR-EUR 21200;LV-EUR 21200;LT-EUR 21200;LU-EUR 21200;MT-EUR 21200;NL-EUR 21200;AT-EUR 21200;PL-EUR 21200;PT-EUR 21200;RO-EUR 21200;SE-EUR 21200;SK-EUR 21200;SI-EUR 21200;ES-EUR 21200;CZ-EUR 21200;HU-EUR 21200;GB-EUR 21200;CY-EUR 21200,,,,,,,,,,,,,,6215506B8 V0055,78747,M0E20000000DSTG,78747,stoneisland,no,,m,M,grey,grey,,,,,,sporty,men,S15,true,,,
,5,,M0E20000000DSTH,,EUR 26500;EUR 17377 b2b;BE-EUR 21200;BG-EUR 21200;DK-EUR 21200;DE-EUR 21200;EE-EUR 21200;FI-EUR 21200;FR-EUR 21200;GR-EUR 21200;IE-EUR 21200;IT-EUR 21200;HR-EUR 21200;LV-EUR 21200;LT-EUR 21200;LU-EUR 21200;MT-EUR 21200;NL-EUR 21200;AT-EUR 21200;PL-EUR 21200;PT-EUR 21200;RO-EUR 21200;SE-EUR 21200;SK-EUR 21200;SI-EUR 21200;ES-EUR 21200;CZ-EUR 21200;HU-EUR 21200;GB-EUR 21200;CY-EUR 21200,,,,,,,,,,,,,,6215506B8 V0055,78747,M0E20000000DSTH,78747,stoneisland,no,,l,L,grey,grey,,,,,,sporty,men,S15,true,,,
,6,,M0E20000000DSTI,,EUR 26500;EUR 17377 b2b;BE-EUR 21200;BG-EUR 21200;DK-EUR 21200;DE-EUR 21200;EE-EUR 21200;FI-EUR 21200;FR-EUR 21200;GR-EUR 21200;IE-EUR 21200;IT-EUR 21200;HR-EUR 21200;LV-EUR 21200;LT-EUR 21200;LU-EUR 21200;MT-EUR 21200;NL-EUR 21200;AT-EUR 21200;PL-EUR 21200;PT-EUR 21200;RO-EUR 21200;SE-EUR 21200;SK-EUR 21200;SI-EUR 21200;ES-EUR 21200;CZ-EUR 21200;HU-EUR 21200;GB-EUR 21200;CY-EUR 21200,,,,,,,,,,,,,,6215506B8 V0055,78747,M0E20000000DSTI,78747,stoneisland,no,,xl,XL,grey,grey,,,,,,sporty,men,S15,true,,,
,7,,M0E20000000DSTJ,,EUR 26500;EUR 17377 b2b;BE-EUR 21200;BG-EUR 21200;DK-EUR 21200;DE-EUR 21200;EE-EUR 21200;FI-EUR 21200;FR-EUR 21200;GR-EUR 21200;IE-EUR 21200;IT-EUR 21200;HR-EUR 21200;LV-EUR 21200;LT-EUR 21200;LU-EUR 21200;MT-EUR 21200;NL-EUR 21200;AT-EUR 21200;PL-EUR 21200;PT-EUR 21200;RO-EUR 21200;SE-EUR 21200;SK-EUR 21200;SI-EUR 21200;ES-EUR 21200;CZ-EUR 21200;HU-EUR 21200;GB-EUR 21200;CY-EUR 21200,,,,,,,,,,,,,,6215506B8 V0055,78747,M0E20000000DSTJ,78747,stoneisland,no,,xxl,XXL,grey,grey,,,,,,sporty,men,S15,,,,
,8,,M0E20000000DSTK,,EUR 26500;EUR 17377 b2b;BE-EUR 21200;BG-EUR 21200;DK-EUR 21200;DE-EUR 21200;EE-EUR 21200;FI-EUR 21200;FR-EUR 21200;GR-EUR 21200;IE-EUR 21200;IT-EUR 21200;HR-EUR 21200;LV-EUR 21200;LT-EUR 21200;LU-EUR 21200;MT-EUR 21200;NL-EUR 21200;AT-EUR 21200;PL-EUR 21200;PT-EUR 21200;RO-EUR 21200;SE-EUR 21200;SK-EUR 21200;SI-EUR 21200;ES-EUR 21200;CZ-EUR 21200;HU-EUR 21200;GB-EUR 21200;CY-EUR 21200,,,,,,,,,,,,,,6215506B8 V0055,78747,M0E20000000DSTK,78747,stoneisland,no,,xxxl,XXXL,grey,grey,,,,,,sporty,men,S15,,,,
main,1,7d8525ae-ab94-4d17-a445-5a2df985c544,M0E20000000E8FF,WOMEN>shoes>sneakers,EUR 15625;EUR 10246 b2b;BE-EUR 12500;BG-EUR 12500;DK-EUR 12500;DE-EUR 12500;EE-EUR 12500;FI-EUR 12500;FR-EUR 12500;GR-EUR 12500;IE-EUR 12500;IT-EUR 12500;HR-EUR 12500;LV-EUR 12500;LT-EUR 12500;LU-EUR 12500;MT-EUR 12500;NL-EUR 12500;AT-EUR 12500;PL-EUR 12500;PT-EUR 12500;RO-EUR 12500;SE-EUR 12500;SK-EUR 12500;SI-EUR 12500;ES-EUR 12500;CZ-EUR 12500;HU-EUR 12500;GB-EUR 12500;CY-EUR 12500,standard,Sneakers Crime white,Sneakers Crime weiß,Sneakers Crime bianco,,,,crime-sneaker-21253-white,crime-sneaker-21253-weiss,crime-sneaker-21253-bianco,,,,21253S15 WHITE,80570,M0E20000000E8FF,80570,crime,no,,34,34,white,white,weiß,bianco,,,,sporty,women,s15,,,,
,2,,M0E20000000E8FG,,EUR 15625;EUR 10246 b2b;BE-EUR 12500;BG-EUR 12500;DK-EUR 12500;DE-EUR 12500;EE-EUR 12500;FI-EUR 12500;FR-EUR 12500;GR-EUR 12500;IE-EUR 12500;IT-EUR 12500;HR-EUR 12500;LV-EUR 12500;LT-EUR 12500;LU-EUR 12500;MT-EUR 12500;NL-EUR 12500;AT-EUR 12500;PL-EUR 12500;PT-EUR 12500;RO-EUR 12500;SE-EUR 12500;SK-EUR 12500;SI-EUR 12500;ES-EUR 12500;CZ-EUR 12500;HU-EUR 12500;GB-EUR 12500;CY-EUR 12500,,,,,,,,,,,,,,21253S15 WHITE,80570,M0E20000000E8FG,80570,crime,no,,34.5,34.5,white,white,,,,,,sporty,women,s15,,,,
,3,,M0E20000000E8FH,,EUR 15625;EUR 10246 b2b;BE-EUR 12500;BG-EUR 12500;DK-EUR 12500;DE-EUR 12500;EE-EUR 12500;FI-EUR 12500;FR-EUR 12500;GR-EUR 12500;IE-EUR 12500;IT-EUR 12500;HR-EUR 12500;LV-EUR 12500;LT-EUR 12500;LU-EUR 12500;MT-EUR 12500;NL-EUR 12500;AT-EUR 12500;PL-EUR 12500;PT-EUR 12500;RO-EUR 12500;SE-EUR 12500;SK-EUR 12500;SI-EUR 12500;ES-EUR 12500;CZ-EUR 12500;HU-EUR 12500;GB-EUR 12500;CY-EUR 12500,,,,,,,,,,,,,,21253S15 WHITE,80570,M0E20000000E8FH,80570,crime,no,,35,35,white,white,,,,,,sporty,women,s15,,,,
,4,,M0E20000000E8FI,,EUR 15625;EUR 10246 b2b;BE-EUR 12500;BG-EUR 12500;DK-EUR 12500;DE-EUR 12500;EE-EUR 12500;FI-EUR 12500;FR-EUR 12500;GR-EUR 12500;IE-EUR 12500;IT-EUR 12500;HR-EUR 12500;LV-EUR 12500;LT-EUR 12500;LU-EUR 12500;MT-EUR 12500;NL-EUR 12500;AT-EUR 12500;PL-EUR 12500;PT-EUR 12500;RO-EUR 12500;SE-EUR 12500;SK-EUR 12500;SI-EUR 12500;ES-EUR 12500;CZ-EUR 12500;HU-EUR 12500;GB-EUR 12500;CY-EUR 12500,,,,,,,,,,,,,,21253S15 WHITE,80570,M0E20000000E8FI,80570,crime,no,,35.5,35.5,white,white,,,,,,sporty,women,s15,,,,
,5,,M0E20000000E8FJ,,EUR 15625;EUR 10246 b2b;BE-EUR 12500;BG-EUR 12500;DK-EUR 12500;DE-EUR 12500;EE-EUR 12500;FI-EUR 12500;FR-EUR 12500;GR-EUR 12500;IE-EUR 12500;IT-EUR 12500;HR-EUR 12500;LV-EUR 12500;LT-EUR 12500;LU-EUR 12500;MT-EUR 12500;NL-EUR 12500;AT-EUR 12500;PL-EUR 12500;PT-EUR 12500;RO-EUR 12500;SE-EUR 12500;SK-EUR 12500;SI-EUR 12500;ES-EUR 12500;CZ-EUR 12500;HU-EUR 12500;GB-EUR 12500;CY-EUR 12500,,,,,,,,,,,,,,21253S15 WHITE,80570,M0E20000000E8FJ,80570,crime,no,,36,36,white,white,,,,,,sporty,women,s15,,,,
,6,,M0E20000000E8FK,,EUR 15625;EUR 10246 b2b;BE-EUR 12500;BG-EUR 12500;DK-EUR 12500;DE-EUR 12500;EE-EUR 12500;FI-EUR 12500;FR-EUR 12500;GR-EUR 12500;IE-EUR 12500;IT-EUR 12500;HR-EUR 12500;LV-EUR 12500;LT-EUR 12500;LU-EUR 12500;MT-EUR 12500;NL-EUR 12500;AT-EUR 12500;PL-EUR 12500;PT-EUR 12500;RO-EUR 12500;SE-EUR 12500;SK-EUR 12500;SI-EUR 12500;ES-EUR 12500;CZ-EUR 12500;HU-EUR 12500;GB-EUR 12500;CY-EUR 12500,,,,,,,,,,,,,,21253S15 WHITE,80570,M0E20000000E8FK,80570,crime,no,,36.5,36.5,white,white,,,,,,sporty,women,s15,,,,
,7,,M0E20000000E8FL,,EUR 15625;EUR 10246 b2b;BE-EUR 12500;BG-EUR 12500;DK-EUR 12500;DE-EUR 12500;EE-EUR 12500;FI-EUR 12500;FR-EUR 12500;GR-EUR 12500;IE-EUR 12500;IT-EUR 12500;HR-EUR 12500;LV-EUR 12500;LT-EUR 12500;LU-EUR 12500;MT-EUR 12500;NL-EUR 12500;AT-EUR 12500;PL-EUR 12500;PT-EUR 12500;RO-EUR 12500;SE-EUR 12500;SK-EUR 12500;SI-EUR 12500;ES-EUR 12500;CZ-EUR 12500;HU-EUR 12500;GB-EUR 12500;CY-EUR 12500,,,,,,,,,,,,,,21253S15 WHITE,80570,M0E20000000E8FL,80570,crime,no,,37,37,white,white,,,,,,sporty,women,s15,,,,
,8,,M0E20000000E8FM,,EUR 15625;EUR 10246 b2b;BE-EUR 12500;BG-EUR 12500;DK-EUR 12500;DE-EUR 12500;EE-EUR 12500;FI-EUR 12500;FR-EUR 12500;GR-EUR 12500;IE-EUR 12500;IT-EUR 12500;HR-EUR 12500;LV-EUR 12500;LT-EUR 12500;LU-EUR 12500;MT-EUR 12500;NL-EUR 12500;AT-EUR 12500;PL-EUR 12500;PT-EUR 12500;RO-EUR 12500;SE-EUR 12500;SK-EUR 12500;SI-EUR 12500;ES-EUR 12500;CZ-EUR 12500;HU-EUR 12500;GB-EUR 12500;CY-EUR 12500,,,,,,,,,,,,,,21253S15 WHITE,80570,M0E20000000E8FM,80570,crime,no,,37.5,37.5,white,white,,,,,,sporty,women,s15,,,,
,9,,M0E20000000E8FN,,EUR 15625;EUR 10246 b2b;BE-EUR 12500;BG-EUR 12500;DK-EUR 12500;DE-EUR 12500;EE-EUR 12500;FI-EUR 12500;FR-EUR 12500;GR-EUR 12500;IE-EUR 12500;IT-EUR 12500;HR-EUR 12500;LV-EUR 12500;LT-EUR 12500;LU-EUR 12500;MT-EUR 12500;NL-EUR 12500;AT-EUR 12500;PL-EUR 12500;PT-EUR 12500;RO-EUR 12500;SE-EUR 12500;SK-EUR 12500;SI-EUR 12500;ES-EUR 12500;CZ-EUR 12500;HU-EUR 12500;GB-EUR 12500;CY-EUR 12500,,,,,,,,,,,,,,21253S15 WHITE,80570,M0E20000000E8FN,80570,crime,no,,38,38,white,white,,,,,,sporty,women,s15,,,,
,10,,M0E20000000E8FO,,EUR 15625;EUR 10246 b2b;BE-EUR 12500;BG-EUR 12500;DK-EUR 12500;DE-EUR 12500;EE-EUR 12500;FI-EUR 12500;FR-EUR 12500;GR-EUR 12500;IE-EUR 12500;IT-EUR 12500;HR-EUR 12500;LV-EUR 12500;LT-EUR 12500;LU-EUR 12500;MT-EUR 12500;NL-EUR 12500;AT-EUR 12500;PL-EUR 12500;PT-EUR 12500;RO-EUR 12500;SE-EUR 12500;SK-EUR 12500;SI-EUR 12500;ES-EUR 12500;CZ-EUR 12500;HU-EUR 12500;GB-EUR 12500;CY-EUR 12500,,,,,,,,,,,,,,21253S15 WHITE,80570,M0E20000000E8FO,80570,crime,no,,38.5,38.5,white,white,,,,,,sporty,women,s15,,,,
,11,,M0E20000000E8FP,,EUR 15625;EUR 10246 b2b;BE-EUR 12500;BG-EUR 12500;DK-EUR 12500;DE-EUR 12500;EE-EUR 12500;FI-EUR 12500;FR-EUR 12500;GR-EUR 12500;IE-EUR 12500;IT-EUR 12500;HR-EUR 12500;LV-EUR 12500;LT-EUR 12500;LU-EUR 12500;MT-EUR 12500;NL-EUR 12500;AT-EUR 12500;PL-EUR 12500;PT-EUR 12500;RO-EUR 12500;SE-EUR 12500;SK-EUR 12500;SI-EUR 12500;ES-EUR 12500;CZ-EUR 12500;HU-EUR 12500;GB-EUR 12500;CY-EUR 12500,,,,,,,,,,,,,,21253S15 WHITE,80570,M0E20000000E8FP,80570,crime,no,,39,39,white,white,,,,,,sporty,women,s15,,,,
,12,,M0E20000000E8FQ,,EUR 15625;EUR 10246 b2b;BE-EUR 12500;BG-EUR 12500;DK-EUR 12500;DE-EUR 12500;EE-EUR 12500;FI-EUR 12500;FR-EUR 12500;GR-EUR 12500;IE-EUR 12500;IT-EUR 12500;HR-EUR 12500;LV-EUR 12500;LT-EUR 12500;LU-EUR 12500;MT-EUR 12500;NL-EUR 12500;AT-EUR 12500;PL-EUR 12500;PT-EUR 12500;RO-EUR 12500;SE-EUR 12500;SK-EUR 12500;SI-EUR 12500;ES-EUR 12500;CZ-EUR 12500;HU-EUR 12500;GB-EUR 12500;CY-EUR 12500,,,,,,,,,,,,,,21253S15 WHITE,80570,M0E20000000E8FQ,80570,crime,no,,39.5,39.5,white,white,,,,,,sporty,women,s15,,,,
,13,,M0E20000000E8FR,,EUR 15625;EUR 10246 b2b;BE-EUR 12500;BG-EUR 12500;DK-EUR 12500;DE-EUR 12500;EE-EUR 12500;FI-EUR 12500;FR-EUR 12500;GR-EUR 12500;IE-EUR 12500;IT-EUR 12500;HR-EUR 12500;LV-EUR 12500;LT-EUR 12500;LU-EUR 12500;MT-EUR 12500;NL-EUR 12500;AT-EUR 12500;PL-EUR 12500;PT-EUR 12500;RO-EUR 12500;SE-EUR 12500;SK-EUR 12500;SI-EUR 12500;ES-EUR 12500;CZ-EUR 12500;HU-EUR 12500;GB-EUR 12500;CY-EUR 12500,,,,,,,,,,,,,,21253S15 WHITE,80570,M0E20000000E8FR,80570,crime,no,,40,40,white,white,,,,,,sporty,women,s15,,,,
,14,,M0E20000000E8FS,,EUR 15625;EUR 10246 b2b;BE-EUR 12500;BG-EUR 12500;DK-EUR 12500;DE-EUR 12500;EE-EUR 12500;FI-EUR 12500;FR-EUR 12500;GR-EUR 12500;IE-EUR 12500;IT-EUR 12500;HR-EUR 12500;LV-EUR 12500;LT-EUR 12500;LU-EUR 12500;MT-EUR 12500;NL-EUR 12500;AT-EUR 12500;PL-EUR 12500;PT-EUR 12500;RO-EUR 12500;SE-EUR 12500;SK-EUR 12500;SI-EUR 12500;ES-EUR 12500;CZ-EUR 12500;HU-EUR 12500;GB-EUR 12500;CY-EUR 12500,,,,,,,,,,,,,,21253S15 WHITE,80570,M0E20000000E8FS,80570,crime,no,,40.5,40.5,white,white,,,,,,sporty,women,s15,,,,
,15,,M0E20000000E8FT,,EUR 15625;EUR 10246 b2b;BE-EUR 12500;BG-EUR 12500;DK-EUR 12500;DE-EUR 12500;EE-EUR 12500;FI-EUR 12500;FR-EUR 12500;GR-EUR 12500;IE-EUR 12500;IT-EUR 12500;HR-EUR 12500;LV-EUR 12500;LT-EUR 12500;LU-EUR 12500;MT-EUR 12500;NL-EUR 12500;AT-EUR 12500;PL-EUR 12500;PT-EUR 12500;RO-EUR 12500;SE-EUR 12500;SK-EUR 12500;SI-EUR 12500;ES-EUR 12500;CZ-EUR 12500;HU-EUR 12500;GB-EUR 12500;CY-EUR 12500,,,,,,,,,,,,,,21253S15 WHITE,80570,M0E20000000E8FT,80570,crime,no,,41,41,white,white,,,,,,sporty,women,s15,,,,
